title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date,Title Product,Title Note,Assignment,Product Name,Number of Patents,Count,Assignment,Patent No.,Patent Issued,Patent Owner,Patent Extended Period (days),Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat Term Ext,row_identifier,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Proprietary Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation
Determination of Regulatory Review Period for Purposes of Patent Extension; WELIREG,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for WELIREG and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claims that human drug product.",88 FR 85892,2023-27044,https://www.federalregister.gov/documents/2023/12/11/2023-27044/determination-of-regulatory-review-period-for-purposes-of-patent-extension-welireg,https://www.govinfo.gov/content/pkg/FR-2023-12-11/pdf/2023-27044.pdf,12/11/2023, WELIREG,,Tianlun,WELIREG (belzutifan),2,131,Helen,"9,908,845; 9,969,689",n/a,,,"Peloton Therapeutics, Inc",1752,1541,211,2016-10-28,2021-01-15,2021-08-13,NDA 215383,342,215383,6/24/2020,Treatment of von Hippel-Lindau disease,Designated/Approved,,,"Treatment of adult patients with von Hippel-Lindau (VHL) disease who require therapy for associated renal cell carcinoma (RCC), central nervous system (CNS) hemangioblastomas, or pancreatic neuroendocrine tumors (pNET), not requiring immediate surgery",8/13/2021,8/13/2028,"Treatment of adult patients with von Hippel-Lindau (VHL) disease who require therapy for associated renal cell carcinoma (RCC), central nervous system (CNS) hemangioblastomas, or pancreatic neuroendocrine tumors (pNET), not requiring immediate surgery","Merck Sharp & Dohme, LLC",Welireg,belzutifan,Merck Sharp and Dohme Corp.,NDA,215383,,2021-01-15,2021-08-13,2021,,"WELIREG is indicated for treatment of adult patients with von Hippel-Lindau (VHL) disease who require therapy for associated renal cell carcinoma (RCC), central nervous system (CNS) hemangioblastomas, or pancreatic neuroendocrine tumors (pNET), not requiring immediate surgery.",Priority,Yes,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; LYBALVI,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for LYBALVI and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 88397,2023-28094,https://www.federalregister.gov/documents/2023/12/21/2023-28094/determination-of-regulatory-review-period-for-purposes-of-patent-extension-lybalvi,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28094.pdf,12/21/2023, LYBALVI,,Tianlun,LYBALVI (olanzapine and samidorphan),5,136,Helen,"7,262,298; 9,119,848; 9,126,977; 10,300,054; and 10,716,785",n/a,,,Alkermes Inc. ,4564,4003,561,2008-11-30,2019-11-15,2021-05-28,NDA 213378,"311 days, 646 days, 1,325 days, 1,328 days, or 5 years",213378,,,,,,,,,,,Lybalvi,olanzapine and samidorphan,"Alkermes, Inc.",NDA,213378,,2019-11-15,2021-05-28,2021,,"LYBALVI is indicated for treatment of:
- schizophrenia in adults
- bipolar I disorder in adults
-- Acute treatment of manic or mixed episodes as monotherapy and as adjunct to lithium or valproate
-- Maintenance monotherapy treatment",Standard,No,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; Emgality,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Emgality and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",88 FR 88625,2023-28233,https://www.federalregister.gov/documents/2023/12/22/2023-28233/determination-of-regulatory-review-period-for-purposes-of-patent-extension-emgality,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28233.pdf,12/22/2023, Emgality,,Tianlun,Emgality (galcanezumab-gnlm),1,137,Helen,9505838,n/a,,,Eli Lilly and Company,2738,2372,366,2011-04-01,2017-09-27,2018-09-27,BLA B761063,403,761063,,,,,,,,,,,Emgality,galcanezumab-gnlm,Eli Lilly,BLA,761063,,2017-09-27,2018-09-27,2018,,EMGALITY is indicated for the preventive treatment of migraine in adults.,Standard,No,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; Copiktra,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Copiktra and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 88627,2023-28244,https://www.federalregister.gov/documents/2023/12/22/2023-28244/determination-of-regulatory-review-period-for-purposes-of-patent-extension-copiktra,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28244.pdf,12/22/2023, Copiktra,,Tianlun,Copiktra (duvelisib),1,138,Helen,8193182,n/a,,,"Verastem, Inc.",2596,2364,232,2011-08-18,2018-02-05,2018-09-24,NDA 211155,954,211155,8/1/2013,Treatment of follicular lymphoma,Designated/Approved,,,Treatment of adult patients with relapsed or refractory follicular lymphoma after at least two prior therapies (Indication withdrawn),9/24/2018,12/17/2021,Treatment of adult patients with relapsed or refractory follicular lymphoma after at least two prior therapies (Indication withdrawn),"Secura Bio, Inc.",Copiktra,duvelisib,Verastem,NDA,211155,,2018-02-05,2018-09-24,2018,,"[A] COPIKTRA is indicated for the treatment of adult patients with relapsed or refractory CLL or SLL after at least two prior therapies.
[B] COPIKTRA is indicated for the treatment of adult patients with relapsed or refractory FL after at least two prior systemic therapies.
This indication is approved under accelerated approval based on overall response rate (ORR); continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,Yes,Yes (indication [B] only),No,Yes
Determination of Regulatory Review Period for Purposes of Patent Extension; Copiktra,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Copiktra and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 88627,2023-28244,https://www.federalregister.gov/documents/2023/12/22/2023-28244/determination-of-regulatory-review-period-for-purposes-of-patent-extension-copiktra,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28244.pdf,12/22/2023, Copiktra,,Tianlun,Copiktra (duvelisib),1,139,Helen,8193182,n/a,,,"Verastem, Inc.",2596,2364,232,2011-08-18,2018-02-05,2018-09-24,NDA 211155,954,211155,4/15/2013,Treatment of chronic lymphocytic leukemia and small lymphocytic lymphoma,Designated/Approved,,,Treatment of adult patients with relapsed or refractory chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL) after at least two prior therapies,9/24/2018,9/24/2025,Treatment of adult patients with relapsed or refractory chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL) after at least two prior therapies,"Secura Bio, Inc.",Copiktra,duvelisib,Verastem,NDA,211155,,2018-02-05,2018-09-24,2018,,"[A] COPIKTRA is indicated for the treatment of adult patients with relapsed or refractory CLL or SLL after at least two prior therapies.
[B] COPIKTRA is indicated for the treatment of adult patients with relapsed or refractory FL after at least two prior systemic therapies.
This indication is approved under accelerated approval based on overall response rate (ORR); continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,Yes,Yes (indication [B] only),No,Yes
Determination of Regulatory Review Period for Purposes of Patent Extension; PONVORY,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for PONVORY and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 89455,2023-28509,https://www.federalregister.gov/documents/2023/12/27/2023-28509/determination-of-regulatory-review-period-for-purposes-of-patent-extension-ponvory,https://www.govinfo.gov/content/pkg/FR-2023-12-27/pdf/2023-28509.pdf,12/27/2023, PONVORY,,Tianlun,PONVORY (ponesimod),1,140,Helen,RE43728,n/a,,,Actelion Pharmaceuticals Ltd. ,4459,4092,367,2009-01-04,2020-03-18,2021-03-18,NDA 213498,5 years,213498,,,,,,,,,,,Ponvory,ponesimod,"Janssen Pharmaceuticals, Inc.",NDA,213498,,2020-03-18,2021-03-18,2021,,"PONVORY is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults.",Standard,No,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; CYTALUX,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for CYTALUX and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 89458,2023-28507,https://www.federalregister.gov/documents/2023/12/27/2023-28507/determination-of-regulatory-review-period-for-purposes-of-patent-extension-cytalux,https://www.govinfo.gov/content/pkg/FR-2023-12-27/pdf/2023-28507.pdf,12/27/2023, CYTALUX,,Tianlun,CYTALUX (pafolacianine),1,141,Helen,9061057,n/a,,,Purdue Research Foundation,2610,2274,336,2014-10-09,2020-12-29,2021-11-29,NDA 214907,825,214907,12/23/2014,Detecting folic receptor alpha positive lesions in ovarian cancer patients (diagnostic for the management of ovarian cancer),Designated/Approved,,,As an adjunct for intraoperative identification of malignant lesions in adult patients with ovarian cancer,11/29/2021,11/29/2028,As an adjunct for intraoperative identification of malignant lesions in adult patients with ovarian cancer,"On Target Laboratories, LLC",Cytalux,pafolacianine,"On Target Laboratories, Inc.",NDA,214907,,2020-12-29,2021-11-29,2021,,CYTALUX is an optical imaging agent indicated in adult patients with ovarian cancer as an adjunct for intraoperative identification of malignant lesions.,Priority,Yes,No,No,Yes
Determination of Regulatory Review Period for Purposes of Patent Extension; ZOKINVY,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ZOKINVY and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claims that human drug product.",88 FR 89453,2023-28511,https://www.federalregister.gov/documents/2023/12/27/2023-28511/determination-of-regulatory-review-period-for-purposes-of-patent-extension-zokinvy,https://www.govinfo.gov/content/pkg/FR-2023-12-27/pdf/2023-28511.pdf,12/27/2023, ZOKINVY,,Tianlun,ZOKINVY (lonafarnib),2,143,Helen,"7,838,531 and 8,828,356",n/a,,,"the Government of the United States of America as represented by the Department of Health and Human Services; the Regents of the University of Michigan; Progeria Research Foundation, Inc.; and the University of North Carolina at Chapel Hill",5023,4777,246,2007-02-21,2020-03-20,2020-11-20,NDA 213969,"1,255 or 1,948",213969,4/18/2011,Treatment of Hutchinson-Gilford progeria syndrome and progeroid laminopathies,Designated/Approved,,,in patients 12 months of age and older with a body surface area (BSA) of 0.39 m2 and above (1) to reduce the risk of mortality in Hutchinson-Gilford Progeria Syndrome (HGPS); and (2) for the treatment of processing-deficient Progeroid Laminopathies with either heterozygous LMNA mutation with progerin-like protein accumulation or homozygous or compound heterozygous ZMPSTE24 mutations,11/20/2020,11/20/2027,in patients 12 months of age and older with a body surface area (BSA) of 0.39 m2 and above: (1) to reduce the risk of mortality in Hutchinson-Gilford Progeria Syndrome (HGPS); and (2) for the treatment of processing-deficient Progeroid Laminopathies with either heterozygous LMNA mutation with progerin-like protein accumulation or homozygous or compound heterozygous ZMPSTE24 mutations,"Sentynl Therapeutics, Inc.",Zokinvy,lonafarnib,"Eiger BioPharmaceuticals, Inc.",NDA,213969,,2020-03-20,2020-11-20,2020,,Zokinvy is indicated for the treatment of processing-deficient Progeroid Laminopathies with either heterozygous LMNA mutation with progerin-like protein accumulation or homozygous or compound heterozygous ZMPSTE24 mutations in patients 12 months of age and older. Is indicated to reduce the risk of mortality in Hutchinson-Gilford Progeria Syndrome (HGPS),Priority,Yes,No,Yes,No
Determination of Regulatory Review Period for Purposes of Patent Extension; SCEMBLIX,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SCEMBLIX and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 89456,2023-28519,https://www.federalregister.gov/documents/2023/12/27/2023-28519/determination-of-regulatory-review-period-for-purposes-of-patent-extension-scemblix,https://www.govinfo.gov/content/pkg/FR-2023-12-27/pdf/2023-28519.pdf,12/27/2023, SCEMBLIX,,Tianlun,SCEMBLIX (asciminib hydrochloride),1,144,Helen,8829195,n/a,,,Novartis AG,2845,2717,128,2014-01-16,2021-06-24,2021-10-29,NDA 215358,899,215358,2/27/2017,Treatment of chronic myelogenous leukemia,Designated/Approved,,,Treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP) with the T315I mutation,10/29/2021,10/29/2028,Treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP) with the T315I mutation,Novartis Pharmaceutical Corporation,Scemblix,asciminib,Novartis Pharmaceuticals Corporation,NDA,215358,,2021-06-24,2021-10-29,2021,,"SCEMBLIX is indicated for the treatment of adult patients with:
[A]Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP), previously treated with two or more tyrosine kinase inhibitors (TKIs)
[B] Treatment of adult patients with Ph+ CML in CP with the T315I mutation.  ",Priority,Yes,Yes (indication [A] only),Yes,Yes
Determination of Regulatory Review Period for Purposes of Patent Extension; SCEMBLIX,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SCEMBLIX and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 89456,2023-28519,https://www.federalregister.gov/documents/2023/12/27/2023-28519/determination-of-regulatory-review-period-for-purposes-of-patent-extension-scemblix,https://www.govinfo.gov/content/pkg/FR-2023-12-27/pdf/2023-28519.pdf,12/27/2023, SCEMBLIX,,Tianlun,SCEMBLIX (asciminib hydrochloride),1,145,Helen,8829195,n/a,,,Novartis AG,2845,2717,128,2014-01-16,2021-06-24,2021-10-29,NDA 215358,899,215358,2/27/2017,Treatment of chronic myelogenous leukemia,Designated/Approved,,,"Treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP), previously treated with two or more tyrosine kinase inhibitors (TKIs)",10/29/2021,10/29/2028,"Treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP), previously treated with two or more tyrosine kinase inhibitors (TKIs)",Novartis Pharmaceutical Corporation,Scemblix,asciminib,Novartis Pharmaceuticals Corporation,NDA,215358,,2021-06-24,2021-10-29,2021,,"SCEMBLIX is indicated for the treatment of adult patients with:
[A]Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase (CP), previously treated with two or more tyrosine kinase inhibitors (TKIs)
[B] Treatment of adult patients with Ph+ CML in CP with the T315I mutation.  ",Priority,Yes,Yes (indication [A] only),Yes,Yes
Determination of Regulatory Review Period for Purposes of Patent Extension; CABENUVA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for CABENUVA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",89 FR 4954,2024-01439,https://www.federalregister.gov/documents/2024/01/25/2024-01439/determination-of-regulatory-review-period-for-purposes-of-patent-extension-cabenuva,https://www.govinfo.gov/content/pkg/FR-2024-01-25/pdf/2024-01439.pdf,1/25/2024, CABENUVA,,Tianlun,CABENUVA (cabotegravir and rilpivirine),1,146,Helen,8410103,n/a,,,"ViiV Healthcare Company and Shionogi & Co., Ltd.",4719,4085,634,2008-02-22,2019-04-29,2021-01-21,NDA 212888,1742,212888,,,,,,,,,,,Cabenuva,cabotegravir; rilpivirine (co-packaged),ViiV Healthcare Company,NDA,212888,,2019-04-29,2021-01-21,2021,,CABENUVA is indicated as a complete regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies per mL) on a stable antiretroviral regimen with no history of treatment failure and with no known or suspected resistance to either cabotegravir or rilpivirine.,Priority,No,No,No,Yes
Determination of Regulatory Review Period for Purposes of Patent Extension; VOCABRIA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for VOCABRIA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",89 FR 4959,2024-01438,https://www.federalregister.gov/documents/2024/01/25/2024-01438/determination-of-regulatory-review-period-for-purposes-of-patent-extension-vocabria,https://www.govinfo.gov/content/pkg/FR-2024-01-25/pdf/2024-01438.pdf,1/25/2024, VOCABRIA,,Tianlun,VOCABRIA (cabotegravir sodium),1,147,Helen,8410103,n/a,,,ViiV Healthcare Company,4719,4085,634,2008-02-22,2019-04-29,2021-01-21,NDA 212887 ,1742,212887,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; SKYTROFA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SKYTROFA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",89 FR 11304,2024-03031,https://www.federalregister.gov/documents/2024/02/14/2024-03031/determination-of-regulatory-review-period-for-purposes-of-patent-extension-skytrofa,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03031.pdf,2/14/2024, SKYTROFA,,Tianlun,SKYTROFA (lonapegsomatropin-tcgd),3,150,Helen,"9,272,048; 9,511,122; and 10,682,395",n/a,,,Ascendis Pharma Endocrinology Division A/S,2133,1706,427,2015-10-25,2020-06-25,2021-08-25,BLA 761177,"431, 1,075 or 1,215",761177,4/13/2020,Treatment of growth hormone deficiency,Designated/Approved,,,Treatment of pediatric patients 1 year and older who weigh at least 11.5 kg and have growth failure due to inadequate secretion of endogenous growth hormone (GH),8/25/2021,,,Ascendis Pharma Endocrinology Division A/S,Skytrofa,lonapegsomatropin-tcgd,Ascendis Pharma Endocrinology Division A/S,BLA,761177,,2020-06-25,2021-08-25,2021,,SKYTROFA (lonapegsomatropin-tcgd) is a human growth hormone indicated for the treatment of pediatric patients 1 year and older who weigh at least 11.5 kg and have growth failure due to inadequate secretion of endogenous growth hormone (GH).,Standard,Yes,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; QULIPTA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for QULIPTA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",89 FR 11306,2024-03019,https://www.federalregister.gov/documents/2024/02/14/2024-03019/determination-of-regulatory-review-period-for-purposes-of-patent-extension-qulipta,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03019.pdf,2/14/2024, QULIPTA,,Tianlun,QULIPTA (atogepant),2,152,Helen,"8,754,096 and 9,499,545",n/a,,,Merck Sharp & Dohme Corp.,3374,3130,244,2012-07-05,2021-01-28,2021-09-28,NDA 215206,"1,008 or 1,166",215206,,,,,,,,,,,Qulipta,atogepant,"AbbVie, Inc.",NDA,215206,,2021-01-28,2021-09-28,2021,,QULIPTA is indicated for the preventive treatment of episodic migraine in adults.,Priority (used priority review voucher),No,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; ERVEBO,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ERVEBO and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",89 FR 11288,2024-03030,https://www.federalregister.gov/documents/2024/02/14/2024-03030/determination-of-regulatory-review-period-for-purposes-of-patent-extension-ervebo,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03030.pdf,2/14/2024, ERVEBO,,Tianlun,"ERVEBO (Ebola Zaire Vaccine, Live)",1,153,Helen,8012489,n/a,,,Merck Sharp & Dohme Corp.,1941,1783,158,2014-08-28,2019-07-15,2019-12-19,BLA 125690/0,1038,1256900,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; WINLEVI,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for WINLEVI and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claim that human drug product.",89 FR 11299,2024-03022,https://www.federalregister.gov/documents/2024/02/14/2024-03022/determination-of-regulatory-review-period-for-purposes-of-patent-extension-winlevi,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03022.pdf,2/14/2024, WINLEVI,,Tianlun,WINLEVI (clascoterone),7,160,Helen,"8,143,240; 8,785,427; 8,865,690; 9,211,295; 9,433,628; 9,486,458; and 10,159,682",n/a,,,Cassiopea S.p.A.,3102,2736,366,2012-03-01,2019-08-27,2020-08-26,NDA 213433,"489, 877, 909, 1,042, 1,252, 1,297, or 1,721",213433,,,,,,,,,,,Winlevi,clascoterone,Cassiopea SpA,NDA,213433,,2019-08-27,2020-08-26,2020,,Winlevi is indicated for the topical treatment of acne vulgaris in patients 12 years of age and older,Standard,No,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; VIVISTIM SYSTEM,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for VIVISTIM SYSTEM and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11294,2024-03025,https://www.federalregister.gov/documents/2024/02/14/2024-03025/determination-of-regulatory-review-period-for-purposes-of-patent-extension-vivistim-system,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03025.pdf,2/14/2024, VIVISTIM SYSTEM,,Tianlun,VIVISTIM SYSTEM,1,161,Helen,9522274,n/a,,,"MicroTransponder, Inc. (Agent of Board of Regents, The University of Texas System)",2719,2540,179,2014-03-20,2021-03-02,2021-08-27,PMA P210007,1359,210007,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; REACTIV8 SYSTEM,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for REACTIV8 SYSTEM and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11289,2024-03026,https://www.federalregister.gov/documents/2024/02/14/2024-03026/determination-of-regulatory-review-period-for-purposes-of-patent-extension-reactiv8-system,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03026.pdf,2/14/2024, REACTIV8 SYSTEM,,Tianlun,REACTIV8 SYSTEM,3,164,Helen,"8,606,358; 9,474,906; and 9,861,811",n/a,,,Mainstay Medical Limited,1729,1436,293,2015-09-24,2019-08-29,2020-06-16,PMA P190021,"591, 812, or 1,011",190021,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; SIMPLIFY CERVICAL ARTIFICIAL DISC,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SIMPLIFY CERVICAL ARTIFICIAL DISC and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claim that medical device.",89 FR 11286,2024-03024,https://www.federalregister.gov/documents/2024/02/14/2024-03024/determination-of-regulatory-review-period-for-purposes-of-patent-extension-simplify-cervical,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03024.pdf,2/14/2024, SIMPLIFY CERVICAL ARTIFICIAL DISC,,Tianlun,SIMPLIFY CERVICAL ARTIFICIAL DISC,2,166,Helen,"7,753,956 and 9,107,762",n/a,,,Simplify Medical Pty Ltd.,2020,1842,178,2015-03-11,2020-03-25,2020-09-18,PMA P200022,1098,200022,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; ORGAN CARE SYSTEM HEART,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ORGAN CARE SYSTEM HEART (OCS HEART SYSTEM) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11301,2024-03028,https://www.federalregister.gov/documents/2024/02/14/2024-03028/determination-of-regulatory-review-period-for-purposes-of-patent-extension-organ-care-system-heart,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03028.pdf,2/14/2024, ORGAN CARE SYSTEM HEART,,Tianlun,OCS HEART SYSTEM,1,167,Helen,7651835,n/a,,,"TransMedics, Inc.",5518,4535,983,2006-07-28,2018-12-26,2021-09-03,PMA P180051,1826,180051,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; ORGAN CARE SYSTEM LIVER,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ORGAN CARE SYSTEM LIVER (OCS LIVER) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11303,2024-03034,https://www.federalregister.gov/documents/2024/02/14/2024-03034/determination-of-regulatory-review-period-for-purposes-of-patent-extension-organ-care-system-liver,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03034.pdf,2/14/2024, ORGAN CARE SYSTEM LIVER,,Tianlun,OCS LIVER,1,168,Helen,10076112,n/a,,,"TransMedics, Inc.",2275,1819,456,2015-07-09,2020-06-30,2021-09-28,PMA P20031,72,20031,,,,,,,,,,,Paxil,paroxetine hydrochloride,SmithKline Beecham,NDA,20031,,1989-11-21,1992-12-29,1992,treatment of depression,,Standard,No,No,,
