title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date,Title Product,Title Note,Assignment,Product Name,Patent No.,Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat Term Ext
Determination of Regulatory Review Period for Purposes of Patent Extension; NISOCOR,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for NISOCOR and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 39000,95-18687,https://www.federalregister.gov/documents/1995/07/31/95-18687/determination-of-regulatory-review-period-for-purposes-of-patent-extension-nisocor,https://www.govinfo.gov/content/pkg/FR-1995-07-31/pdf/95-18687.pdf,1995-07-31, NISOCOR,,n/a,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Allergen Patch Test (Thin-layer Rapid Use Epicutaneous (T.R.U.E.) TestSUPTM),Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Allergen Patch Test (Thin-layer Rapid Use Epicutaneous (T.R.U.E.) Test<SUP>TM) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human biologic product.",60 FR 39752,95-19060,https://www.federalregister.gov/documents/1995/08/03/95-19060/determination-of-regulatory-review-period-for-purposes-of-patent-extension-allergen-patch-test,https://www.govinfo.gov/content/pkg/FR-1995-08-03/pdf/95-19060.pdf,1995-08-03, Allergen Patch Test (Thin-layer Rapid Use Epicutaneous (T.R.U.E.) TestSUPTM),,n/a,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; ExcimedSUPTM UV200LA/SVS APEX Excimer Laser Systems,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for Excimed<SUP>TM UV200LA/SVS APEX Excimer Laser Systems and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that medical device.",60 FR 40183,95-19425,https://www.federalregister.gov/documents/1995/08/07/95-19425/determination-of-regulatory-review-period-for-purposes-of-patent-extension-excimedsuptm-uv200lasvs,https://www.govinfo.gov/content/pkg/FR-1995-08-07/pdf/95-19425.pdf,1995-08-07, ExcimedSUPTM UV200LA/SVS APEX Excimer Laser Systems,,n/a,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; ULTRAVISTRegister,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for ULTRAVIST<Register> and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 54694,95-26501,https://www.federalregister.gov/documents/1995/10/25/95-26501/determination-of-regulatory-review-period-for-purposes-of-patent-extension-ultravistregister,https://www.govinfo.gov/content/pkg/FR-1995-10-25/pdf/95-26501.pdf,1995-10-25, ULTRAVISTRegister,,n/a,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; CELLCEPTRegister,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for CELLCEPT<Register> and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 62865,95-29768,https://www.federalregister.gov/documents/1995/12/07/95-29768/determination-of-regulatory-review-period-for-purposes-of-patent-extension-cellceptregister,https://www.govinfo.gov/content/pkg/FR-1995-12-07/pdf/95-29768.pdf,1995-12-07, CELLCEPTRegister,,n/a,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; ZINECARDSUPTM,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for ZINECARD<SUP>TM and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 62866,95-29769,https://www.federalregister.gov/documents/1995/12/07/95-29769/determination-of-regulatory-review-period-for-purposes-of-patent-extension-zinecardsuptm,https://www.govinfo.gov/content/pkg/FR-1995-12-07/pdf/95-29769.pdf,1995-12-07, ZINECARDSUPTM,,n/a,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; CPIRegister VentakRegister P2 AICD System,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for CPI<Register> Ventak<Register> P2 AICD System and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that medical device.",60 FR 62867,95-29766,https://www.federalregister.gov/documents/1995/12/07/95-29766/determination-of-regulatory-review-period-for-purposes-of-patent-extension-cpiregister,https://www.govinfo.gov/content/pkg/FR-1995-12-07/pdf/95-29766.pdf,1995-12-07, CPIRegister VentakRegister P2 AICD System,,n/a,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent - Extension; VALTREXRegister,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for VALTREX<Register> and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 62868,95-29809,https://www.federalregister.gov/documents/1995/12/07/95-29809/determination-of-regulatory-review-period-for-purposes-of-patent---extension-valtrexregister,https://www.govinfo.gov/content/pkg/FR-1995-12-07/pdf/95-29809.pdf,1995-12-07, VALTREXRegister,,n/a,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; ULTANESUPTM,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for ULTANE<SUP>TM and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 62869,95-29808,https://www.federalregister.gov/documents/1995/12/07/95-29808/determination-of-regulatory-review-period-for-purposes-of-patent-extension-ultanesuptm,https://www.govinfo.gov/content/pkg/FR-1995-12-07/pdf/95-29808.pdf,1995-12-07, ULTANESUPTM,,n/a,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; PREVACIDRegister,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for PREVACID<Register> and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",61 FR 72,95-31557,https://www.federalregister.gov/documents/1996/01/02/95-31557/determination-of-regulatory-review-period-for-purposes-of-patent-extension-prevacidregister,https://www.govinfo.gov/content/pkg/FR-1996-01-02/pdf/95-31557.pdf,1996-01-02, PREVACIDRegister,,n/a,,,,,,,,,,,
